"http://dbpedia.org/resource/Vector_Prime","Vector Prime","1"
"http://dbpedia.org/resource/Dark_Tide:_Onslaught","Dark Tide I - Onslaught","2"
"http://dbpedia.org/page/Dark_Tide:_Ruin","Dark Tide II - Ruin","3"
"http://dbpedia.org/page/Agents_of_Chaos:_Hero%27s_Trial","Hero&apos;s Trial - Agents of Chaos I","4"
"http://dbpedia.org/page/Agents_of_Chaos:_Jedi_Eclipse","Jedi Eclipse - Agents of Chaos II by","5"
"http://dbpedia.org/resource/Balance_Point","Balance Point","6"
"http://dbpedia.org/page/Edge_of_Victory:_Conquest","Conquest - Edge of Victory 1","7"
"http://dbpedia.org/page/Edge_of_Victory:_Rebirth","Rebirth - Edge of Victory II","8"
"http://dbpedia.org/resource/Star_by_Star","Star by Star -","9"
"http://dbpedia.org/page/Dark_Journey_(novel)","Dark Journey","10"
"http://dbpedia.org/page/Enemy_Lines:_Rebel_Dream","Rebel Dream - Enemy Lines I","11"
"http://dbpedia.org/page/Enemy_Lines:_Rebel_Stand","Rebel Stand - Enemy Lines II","12"
"http://dbpedia.org/resource/Traitor_(Star_Wars_novel)","Traitor","13"
