"http://dbpedia.org/page/Richard_Adrian,_2nd_Baron_Adrian","Lord Adrian","1"
"http://dbpedia.org/page/Francis_William_Aston","Francis Aston","5"
"http://dbpedia.org/page/Charles_Glover_Barkla","Charles Barkla","7"
"http://dbpedia.org/page/Niels_Bohr","Niels Bohr","10"
"http://dbpedia.org/page/William_Lawrence_Bragg","Lawrence Bragg","14"
"http://dbpedia.org/page/William_Henry_Bragg","William Henry Bragg","15"
"http://dbpedia.org/page/Subrahmanyan_Chandrasekhar","Subrahmanyan Chandrasekhar","19"
"http://dbpedia.org/page/Henry_Hallett_Dale","Henry Dale","24"
"http://dbpedia.org/page/Walter_Gilbert","Walter Gilbert","36"
"http://dbpedia.org/page/Archibald_Hill","A . V . Hill","46"
"http://dbpedia.org/page/Alan_Lloyd_Hodgkin","Alan Hodgkin","47"
"http://dbpedia.org/page/Frederick_Gowland_Hopkins","Frederick Hopkins","49"
"http://dbpedia.org/page/Andrew_Huxley","Andrew Huxley","52"
"http://dbpedia.org/page/Brian_Josephson","Brian Josephson","53"
"http://dbpedia.org/page/Pyotr_Kapitsa","Pyotr Kapitsa","54"
"http://dbpedia.org/page/John_Kendrew","John Kendrew","55"
"http://dbpedia.org/page/Aaron_Klug","Aaron Klug","56"
"http://dbpedia.org/page/John_Pople","John Pople","74"
"http://dbpedia.org/page/John_William_Strutt,_3rd_Baron_Rayleigh","Lord Rayleigh","80"
"http://dbpedia.org/page/Owen_Willans_Richardson","Owen Richardson","82"
"http://dbpedia.org/page/Ernest_Rutherford","Ernest Rutherford","83"
"http://dbpedia.org/page/Martin_Ryle","Martin Ryle","84"
"http://dbpedia.org/page/Richard_Laurence_Millington_Synge","Richard Synge","96"
"http://dbpedia.org/page/George_Paget_Thomson","George Paget Thomson","99"
"http://dbpedia.org/page/J._J._Thomson","J . J . Thomson","100"
"http://dbpedia.org/page/Ernest_Walton","Ernest Walton","105"
