http://dbpedia.org/page/Andean_Community,Andean Community,0
http://dbpedia.org/page/Asia-Pacific_Economic_Cooperation,Asia - Pacific Economic Cooperation,1
http://dbpedia.org/resource/Association_of_Southeast_Asian_Nations,Association of Southeast Asian Nations,2
http://dbpedia.org/page/ASEAN_Free_Trade_Area,ASEAN + 1 ( Mainland China ) Free Trade Area,3
http://dbpedia.org/page/Caribbean_Community,Caribbean Community,4
http://dbpedia.org/page/Central_European_Free_Trade_Agreement,Central European Free Trade Agreement,5
http://dbpedia.org/page/Closer_Economic_Partnership_Arrangement,Closer Economic Partnership Arrangement,6
http://dbpedia.org/page/East_African_Community,East African Economic Community,7
http://dbpedia.org/page/Economic_Community_of_West_African_States,Economic Community of West African States,8
http://dbpedia.org/resource/Eurasian_Economic_Community,Eurasian Economic Community,9
http://dbpedia.org/page/European_Economic_Area,European Economic Area,10
http://dbpedia.org/resource/European_Free_Trade_Association,European Free Trade Association,11
http://dbpedia.org/resource/European_Union,European Union,12
http://dbpedia.org/page/Gulf_Cooperation_Council,Gulf Cooperation Council,13
http://dbpedia.org/page/Mercosur,Mercado Comun del Sur,14
http://dbpedia.org/page/Mercado_Com%C3%BAn_Centroamericano,Mercado Comun Centro Americano,15
http://dbpedia.org/page/North_American_Free_Trade_Agreement,North American Free Trade Agreement,16
http://dbpedia.org/page/Union_of_South_American_Nations,South American Community of Nations,17
http://dbpedia.org/resource/South_Asian_Association_for_Regional_Cooperation,South Asian Association for Regional Cooperation,18
http://dbpedia.org/page/Southern_African_Development_Community,Southern African Development Community,19
