http://dbpedia.org/page/Andean_Community,Andean Community,0
http://dbpedia.org/page/Asia-Pacific_Economic_Cooperation,Asia - Pacific Economic Cooperation,1
http://dbpedia.org/resource/Association_of_Southeast_Asian_Nations,Association of Southeast Asian Nations,2
http://dbpedia.org/page/Caribbean_Community,Caribbean Community,4
http://dbpedia.org/page/Central_European_Free_Trade_Agreement,Central European Free Trade Agreement,5
http://dbpedia.org/page/East_African_Community,East African Economic Community,7
http://dbpedia.org/page/Economic_Community_of_West_African_States,Economic Community of West African States,8
http://dbpedia.org/resource/NULL,European Economic Area,9
http://dbpedia.org/resource/European_Free_Trade_Association,European Free Trade Association,10
http://dbpedia.org/resource/European_Union,European Union,11
http://dbpedia.org/resource/Mercosur,Mercado Comun del Sur,12
http://dbpedia.org/page/Mercado_Com%C3%BAn_Centroamericano,Mercado Comun Centro Americano,13
http://dbpedia.org/resource/North_American_Free_Trade_Agreement,NAFTA,14
http://dbpedia.org/resource/South_Asian_Association_for_Regional_Cooperation,South Asian Association for Regional Cooperation,15
http://dbpedia.org/page/Southern_African_Development_Community,Southern African Development Community,16
