"http://dbpedia.org/resource/Animals_of_the_Bible","Animals of the Bible , A Picture Book","0"
"http://dbpedia.org/resource/Mei_Li","Mei Li","1"
"http://dbpedia.org/resource/Abraham_Lincoln_(book)","Abraham Lincoln","2"
"http://dbpedia.org/page/They_Were_Strong_and_Good","They Were Strong and Good","3"
"http://dbpedia.org/resource/Make_Way_for_Ducklings","Make Way for Ducklings","4"
"http://dbpedia.org/resource/The_Little_House","The Little House","5"
"http://dbpedia.org/resource/Many_Moons","Many Moons","6"
"http://dbpedia.org/resource/Prayer_for_a_Child","Prayer for a Child","7"
"http://dbpedia.org/resource/The_Rooster_Crows","The Rooster Crows","8"
"http://dbpedia.org/resource/The_Little_Island_(book)","The Little Island","9"
"http://dbpedia.org/resource/White_Snow,_Bright_Snow","White Snow , Bright Snow","10"
"http://dbpedia.org/resource/The_Big_Snow","The Big Snow","11"
"http://dbpedia.org/resource/Song_of_the_Swallows","Song of the Swallows","12"
"http://dbpedia.org/resource/The_Egg_Tree","The Egg Tree","13"
"http://dbpedia.org/page/Finders_Keepers_(book)","Finders Keepers","14"
"http://dbpedia.org/resource/The_Biggest_Bear","The Biggest Bear","15"
"http://dbpedia.org/page/Madeline's_Rescue","Madeline&apos;s Rescue","16"
"http://dbpedia.org/resource/Cinderella,_or_the_Little_Glass_Slipper","Cinderella , or the Little Glass Slipper","17"
"http://dbpedia.org/resource/Frog_Went_A-Courting","Frog Went A - Courtin&apos; ,","18"
"http://dbpedia.org/resource/A_Tree_Is_Nice","A Tree Is Nice","19"
"http://dbpedia.org/resource/Time_of_Wonder","Time of Wonder","20"
"http://dbpedia.org/page/Chanticleer_and_the_Fox_(book)","Chanticleer and the Fox","21"
"http://dbpedia.org/resource/Nine_Days_to_Christmas","Nine Days to Christmas","22"
"http://dbpedia.org/page/Baboushka_and_the_Three_Kings","Baboushka and the Three Kings","23"
"http://dbpedia.org/resource/Once_a_Mouse","Once a Mouse","24"
"http://dbpedia.org/resource/The_Snowy_Day","The Snowy Day","25"
"http://dbpedia.org/resource/Where_the_Wild_Things_Are","Where the Wild Things Are","26"
"http://dbpedia.org/resource/May_I_Bring_a_Friend?","May I Bring a Friend ?","27"
"http://dbpedia.org/resource/Always_Room_for_One_More","Always Room for One More","28"
"http://dbpedia.org/page/Sam,_Bangs_and_Moonshine","Sam , Bangs &amp; Moonshine","29"
"http://dbpedia.org/resource/Drummer_Hoff","Drummer Hoff","30"
"http://dbpedia.org/page/The_Fool_of_the_World_and_the_Flying_Ship","The Fool of the World and the Flying Ship","31"
"http://dbpedia.org/page/Sylvester_and_the_Magic_Pebble","Sylvester and the Magic Pebble","32"
"http://dbpedia.org/resource/A_Story_a_Story","A Story A Story","33"
"http://dbpedia.org/resource/One_Fine_Day_(book)","One Fine Day","34"
"http://dbpedia.org/resource/The_Funny_Little_Woman","The Funny Little Woman","35"
"http://dbpedia.org/page/Duffy_and_the_Devil","Duffy and the Devil","36"
"http://dbpedia.org/resource/Arrow_to_the_Sun","Arrow to the Sun","37"
"http://dbpedia.org/resource/Why_Mosquitoes_Buzz_in_People's_Ears","Why Mosquitoes Buzz in People&apos;s Ears","38"
"http://dbpedia.org/page/Ashanti_to_Zulu","Ashanti to Zulu : African Traditions","39"
"http://dbpedia.org/page/Noah's_Ark_(book)","Noah&apos;s Ark","40"
"http://dbpedia.org/resource/The_Girl_Who_Loved_Wild_Horses","The Girl Who Loved Wild Horses","41"
"http://dbpedia.org/page/Ox-Cart_Man","Ox - Cart Man","42"
"http://dbpedia.org/resource/Fables_(book)","Fables","43"
"http://dbpedia.org/resource/Jumanji_(short_story)","Jumanji","44"
"http://dbpedia.org/page/The_Glorious_Flight","The Glorious Flight : Across the Channel with Louis Bleriot","46"
"http://dbpedia.org/page/Saint_George_and_the_Dragon_(book)","George and the Dragon","47"
"http://dbpedia.org/resource/The_Polar_Express","The Polar Express","48"
"http://dbpedia.org/page/Hey,_Al","Hey , Al","49"
"http://dbpedia.org/page/Song_and_Dance_Man","Song and Dance Man","51"
"http://dbpedia.org/page/Lon_Po_Po","Lon Po Po : A Red - Riding Hood Story from China","52"
"http://dbpedia.org/page/Black_and_White_(book)","Black and White","53"
"http://dbpedia.org/resource/Tuesday_(book)","Tuesday","54"
"http://dbpedia.org/resource/Mirette_on_the_High_Wire","Mirette on the High Wire","55"
"http://dbpedia.org/resource/Smoky_Night","Smoky Night","57"
"http://dbpedia.org/resource/Golem_(book)","Golem","59"
"http://dbpedia.org/resource/Rapunzel_(book)","Rapunzel","60"
"http://dbpedia.org/resource/Snowflake_Bentley_(book)","Snowflake Bentley","61"
