http://dbpedia.org/page/Eurasian_Woodcock,Eurasian Woodcock,0
http://dbpedia.org/page/Amami_woodcock,Amami Woodcock,1
http://dbpedia.org/page/Javan_woodcock,Dusky Woodcock,2
http://dbpedia.org/page/Sulawesi_woodcock,Sulawesi Woodcock,3
http://dbpedia.org/page/Moluccan_woodcock,Moluccan Woodcock,4
http://dbpedia.org/page/American_woodcock,American Woodcock,5
http://dbpedia.org/page/Chatham_snipe,Chatham Snipe,6
http://dbpedia.org/page/Subantarctic_snipe,Subantarctic Snipe,7
http://dbpedia.org/page/Jack_snipe,Jack Snipe,8
http://dbpedia.org/page/Solitary_snipe,Solitary Snipe,9
http://dbpedia.org/page/Latham's_snipe,Latham&apos;s Snipe,10
http://dbpedia.org/page/Wood_snipe,Wood Snipe,11
http://dbpedia.org/page/Pin-tailed_snipe,Pintail Snipe,12
http://dbpedia.org/page/Swinhoe's_snipe,Swinhoe&apos;s Snipe,13
http://dbpedia.org/page/African_snipe,African Snipe,14
http://dbpedia.org/page/Madagascan_snipe,Madagascar Snipe,15
http://dbpedia.org/page/Great_snipe,Great Snipe,16
http://dbpedia.org/page/Common_snipe,Common Snipe,17
http://dbpedia.org/resource/South_American_Snipe,South American Snipe,18
http://dbpedia.org/page/Noble_snipe,Noble Snipe,19
http://dbpedia.org/page/Giant_snipe,Giant Snipe,20
http://dbpedia.org/page/Fuegian_snipe,Fuegian Snipe,21
http://dbpedia.org/page/Jameson's_snipe,Andean Snipe,22
http://dbpedia.org/page/Imperial_snipe,Imperial Snipe,23
http://dbpedia.org/resource/Short-billed_Dowitcher,Short - billed Dowitcher,24
http://dbpedia.org/page/Long-billed_dowitcher,Long - billed Dowitcher,25
http://dbpedia.org/page/Asian_dowitcher,Asiatic Dowitcher,26
http://dbpedia.org/page/Black-tailed_godwit,Black - tailed Godwit,27
http://dbpedia.org/resource/Hudsonian_Godwit,Hudsonian Godwit,28
http://dbpedia.org/page/Bar-tailed_godwit,Bar - tailed Godwit,29
http://dbpedia.org/resource/Marbled_Godwit,Marbled Godwit,30
http://dbpedia.org/page/Little_curlew,Little Curlew,31
http://dbpedia.org/resource/Eskimo_Curlew,Eskimo Curlew,32
http://dbpedia.org/resource/Whimbrel,Whimbrel,33
http://dbpedia.org/page/Bristle-thighed_curlew,Bristle - thighed Curlew,34
