"http://dbpedia.org/resource/El_Diario_La_Prensa","El Diario La Prensa","2"
"http://dbpedia.org/page/New_York_Daily_News_(19th_century)","New York Daily News","3"
"http://dbpedia.org/page/Metro_New_York","New York Metro","4"
"http://dbpedia.org/page/New_York_Observer","New York Observer","5"
"http://dbpedia.org/page/New_York_Post","New York Post","7"
"http://dbpedia.org/page/New_York_Press_(historical)","New York Press","8"
"http://dbpedia.org/page/The_New_York_Sun","New York Sun","9"
"http://dbpedia.org/page/The_New_York_Times","New York Times","10"
"http://dbpedia.org/page/Newsday","Newsday","11"
"http://dbpedia.org/page/Queens_Tribune","Queens Tribune","12"
"http://dbpedia.org/page/Staten_Island_Advance","Staten Island Advance","13"
"http://dbpedia.org/page/Time_Out_(magazine)","Time Out NY","16"
"http://dbpedia.org/page/The_Village_Voice","Village Voice","17"
