"http://dbpedia.org/resource/Henri_Becquerel","Henri Becquerel","4"
"http://dbpedia.org/page/Louis_Le_Chatelier","Louis le Chatelier","5"
"http://dbpedia.org/resource/Benoît_Paul_Émile_Clapeyron","Emile Clapeyron","6"
"http://dbpedia.org/resource/Michel_Chasles","Michel Chasles","8"
"http://dbpedia.org/resource/Gaspard-Gustave_Coriolis","Gustave Coriolis","9"
"http://dbpedia.org/resource/Augustin_Louis_Cauchy","Augustin Louis Cauchy","10"
"http://dbpedia.org/resource/Augustin-Jean_Fresnel","Augustin Fresnel","11"
"http://dbpedia.org/page/Claude-Louis_Navier","Claude - Louis Navier","14"
"http://dbpedia.org/resource/Siméon_Denis_Poisson","Poisson","15"
"http://dbpedia.org/resource/Joseph_Louis_Gay-Lussac","Joseph - Louis Gay - Lussac","16"
"http://dbpedia.org/page/%C3%89tienne-Louis_Malus","ÃÂtienne - Louis Malus","17"
