"http://dbpedia.org/resource/African_Union","African Union","0"
"http://dbpedia.org/resource/Arab_League","Arab League","1"
"http://dbpedia.org/resource/Association_of_Southeast_Asian_Nations","Association of Southeast Asian Nations","2"
"http://dbpedia.org/page/Council_of_Europe","Council of Europe","3"
"http://dbpedia.org/resource/European_Union","European Union","4"
"http://dbpedia.org/resource/Union_of_South_American_Nations","South American Community of Nations","5"
"http://dbpedia.org/page/Asia-Pacific_Economic_Cooperation","Asia - Pacific Economic Cooperation","6"
"http://dbpedia.org/resource/Commonwealth_of_Nations","Commonwealth","7"
"http://dbpedia.org/resource/Commonwealth_of_Independent_States","Commonwealth of Independent States","8"
"http://dbpedia.org/page/East_African_Community","East African Community","9"
"http://dbpedia.org/page/European_Economic_Area","European Economic Area","10"
"http://dbpedia.org/resource/European_Free_Trade_Association","European Free Trade Association","11"
"http://dbpedia.org/page/Free_Trade_Area_of_the_Americas","Free Trade Area of the Americas","12"
"http://dbpedia.org/page/Gulf_Cooperation_Council","GCC - Gulf Cooperation Council","13"
"http://dbpedia.org/page/North_American_Free_Trade_Agreement","North American Free Trade Agreement","14"
"http://dbpedia.org/page/NATO","North Atlantic Treaty Organization","15"
"http://dbpedia.org/page/Organization_for_Security_and_Co-operation_in_Europe","Organization for Security and Cooperation in Europe","16"
"http://dbpedia.org/page/Organization_of_American_States","Organization of American States","17"
"http://dbpedia.org/page/Southern_African_Development_Community","Southern African Development Community","18"
"http://dbpedia.org/page/Western_European_Union","Western European Union","20"

